Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
800,800,I,8040,7280,7920,8480,8160,8800,8440,9280,8240,9040,9400,10000,9280,10200,8720,8840,9200,9320,9040,8360,8520,8680,28720,26160,,,,
801,801,J,7600,7440,7880,8040,8320,8920,8640,9040,8560,9120,8760,8920,9280,9320,9080,9320,9080,9560,7840,8440,8440,8320,30680,28640,,,,
802,802,K,8160,8440,8400,8360,8720,9400,9360,9000,9360,9400,9240,9280,9240,9480,9360,9960,9200,9320,8800,8800,8400,9480,30760,27760,,,,
803,803,L,7640,8000,8560,8080,8200,8720,8560,9160,8640,8520,9240,9200,8520,9440,9200,9400,9280,8880,8400,8480,8640,8600,31400,29840,,,,
804,804,M,7640,8280,8360,7840,8520,9160,9360,8520,8840,9280,9040,9080,8880,8960,9200,9520,8960,9000,9240,8320,8760,9080,28040,30680,,,,
805,805,N,7640,7520,12800,7920,8280,8440,8440,8760,8720,8760,9000,8560,8840,8800,5400,8720,8600,9320,8240,8840,7720,8640,28680,30200,,,,
806,806,O,7600,7640,8080,9560,7760,8400,8240,8760,8240,8240,8760,8320,8720,9240,8040,8960,8000,8680,7800,7480,8160,7880,27960,29960,,,,
807,807,P,7480,7560,7680,7560,8000,7480,7800,8160,7800,8160,8120,8240,8040,7960,8000,8360,7960,8600,8120,7840,8000,7400,30080,29640,,,,
808,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,809,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,810,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
811,811,16,1,H2060232,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:12,,,,,,,,,,,,,,,,,
812,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,813,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,814,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
815,815,16,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
816,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,817,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,818,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
819,819,A,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
820,820,B,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
821,821,C,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
822,822,D,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
823,823,E,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
824,824,F,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
825,825,G,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
826,826,H,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
827,827,I,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
828,828,J,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
829,829,K,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
830,830,L,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
831,831,M,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
832,832,N,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
833,833,O,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
834,834,P,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
835,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,836,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,837,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
838,838,16,1,H2060232,14.01,17.51,17.52,40,40.3,17.8,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:12,,,,,,,,,,,,
839,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,840,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,841,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
842,842,16,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
843,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,844,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,845,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
846,846,A,7600,7720,7480,7400,8320,8080,8360,8760,8720,8200,8920,8680,8720,9160,9040,8680,8440,8440,8200,8480,7800,8280,33200,26920,,,,
847,847,B,7440,7240,7560,7400,8360,9040,8920,8680,9120,8440,9240,8760,8840,8840,8760,8600,8080,8120,8160,8080,8520,8720,30360,31520,,,,
848,848,C,7800,7040,8160,8280,8280,8000,8720,8240,9200,8960,8560,9320,9960,9280,8840,8880,8920,8760,8720,8920,8800,8040,31040,29040,,,,
849,849,D,8080,7840,7920,8600,8880,9080,8760,9200,8440,9480,9800,8840,8800,9400,8880,9520,8840,9280,8880,8600,8520,8400,29800,30200,,,,
850,850,E,9160,9040,9600,8960,10560,9520,9760,10480,9960,10280,11160,11160,10520,9920,9520,10760,10200,10240,9960,9880,9640,9840,34360,34400,,,,
851,851,F,9240,8720,9080,9360,10000,10560,9960,10280,11400,10240,10640,10040,10720,10680,10520,11440,9960,9960,10000,10080,9920,9640,34600,33880,,,,
852,852,G,8440,9120,7320,9160,10000,10240,9120,11080,9480,10200,10240,10200,10520,9880,10160,10440,10200,8160,9560,8960,9240,9360,34080,28920,,,,
853,853,H,8520,9000,8040,9280,9800,11440,9400,9880,11120,9800,10800,10360,9880,12360,8760,9400,10280,8840,10040,10920,9440,8760,35400,32200,,,,
854,854,I,8440,8320,9320,9520,9800,9960,9840,10080,10000,9320,10040,10120,10480,10200,9800,8640,9120,9400,9440,9200,9240,8960,33360,34640,,,,
855,855,J,8560,8480,8200,8880,9320,9760,9640,9080,10400,10680,19120,9680,10360,9360,9560,9200,9280,9040,9560,9760,8960,8560,31360,34120,,,,
856,856,K,9040,8600,8560,8680,9600,9160,9040,9960,9760,10000,9280,10400,9720,9720,9600,9560,9760,10080,9120,9360,9400,8880,35920,33440,,,,
857,857,L,8640,8760,8160,8520,8760,9880,9080,9080,9280,9760,10440,10040,9920,9360,9760,9280,8720,9400,9680,9120,9480,9160,34480,36160,,,,
858,858,M,8240,7760,8760,9320,6080,9560,9240,8760,9880,9960,9800,9520,10040,9640,9560,9520,9640,9160,9360,9280,9320,8560,37200,35240,,,,
859,859,N,8040,7840,8760,9000,8720,9320,8560,9200,8840,9520,10440,9400,9960,9600,9120,9360,8960,9320,8640,8560,8720,8440,34840,34600,,,,
860,860,O,8320,7760,8240,8440,9040,9160,8600,9120,9240,8960,8640,9040,9400,9280,8840,9240,8960,9360,8960,8480,9080,8200,39160,36640,,,,
861,861,P,7640,7400,8040,8160,7800,8280,8720,8480,8200,8600,8720,8680,8560,9320,8760,9280,8360,8480,8440,8080,8520,7320,36640,35680,,,,
862,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,863,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,864,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
865,865,17,1,H2060234,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:14,,,,,,,,,,,,,,,,,
866,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,867,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,868,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
869,869,17,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
870,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,871,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,872,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
873,873,A,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
874,874,B,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
875,875,C,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
876,876,D,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
877,877,E,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
878,878,F,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
879,879,G,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
880,880,H,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
881,881,I,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
882,882,J,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
883,883,K,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
884,884,L,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
885,885,M,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
886,886,N,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
887,887,O,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
888,888,P,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
889,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,890,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,891,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
892,892,17,1,H2060234,14.01,17.52,17.62,40.4,40.6,17.82,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:14,,,,,,,,,,,,
893,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,894,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,895,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
896,896,17,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
897,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,898,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,899,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
900,900,A,6920,7600,7520,7040,8000,7760,8280,8160,8800,9240,8600,8840,8520,8000,8600,8280,8520,8400,8160,7400,7120,7520,29360,29800,,,,
901,901,B,7120,7320,8400,8080,7640,8280,8440,11040,9240,8360,8600,9040,8880,9160,8840,8480,8440,7760,7760,7880,7160,7960,28800,27880,,,,
902,902,C,7680,7880,8440,7920,8760,8360,9160,8520,8920,8840,8920,9600,2560,8840,9440,8800,8760,8600,8480,7840,8520,8560,28440,27360,,,,
903,903,D,7680,8400,7880,9040,8880,8720,9320,9040,8960,9480,9360,9440,8840,9120,8920,8320,8760,8760,8760,8200,7760,8680,28760,29080,,,,
904,904,E,8040,9320,9480,8280,10200,9560,10000,11040,10600,10960,10640,10960,11120,9920,10840,9320,9800,10000,8280,8840,8360,8880,32920,30720,,,,
905,905,F,8720,8760,9480,10320,8960,8840,9800,10200,10640,9840,10200,10360,10480,11160,10400,10680,11240,9960,10200,9480,9440,9960,31000,32080,,,,
906,906,G,8000,8520,8160,8920,9960,9960,9640,9480,9920,10560,10160,10640,9920,10160,10040,10360,10160,10680,9120,9040,8400,9040,32600,30400,,,,
907,907,H,8120,8200,8160,8640,8960,9440,9560,9520,9920,9600,10400,9480,9840,10240,9920,10040,10440,9520,9560,8640,8960,9240,34280,32280,,,,
908,908,I,7680,7840,7600,8640,9040,8720,8000,9480,8920,9920,8600,9520,9760,9480,9840,9360,9560,9240,9280,8560,8760,8840,32600,30960,,,,
909,909,J,7720,7920,7560,8720,8480,9000,8880,9240,9480,9520,8960,9880,9080,9920,8360,9800,9520,9000,9720,8640,8360,8600,31280,31400,,,,
910,910,K,7480,8000,8600,8320,9040,8720,9280,9880,9440,10280,9600,9640,9720,9320,10200,10120,9280,8360,8800,9000,8520,8760,33240,30440,,,,
911,911,L,7440,7760,7840,8240,8560,11000,8640,9040,9240,9320,9840,10000,9000,9040,9760,8560,9800,9400,9040,8840,8680,8720,31840,31320,,,,
912,912,M,7760,8160,7920,8720,9360,8880,8880,9000,8840,9600,8240,9480,9280,9240,9720,10200,9200,8840,9520,8920,8640,8560,36120,29520,,,,
913,913,N,7440,7520,7840,8560,7960,8960,8560,8840,9120,8760,8760,8640,10880,9320,8800,8680,9240,8560,8040,8200,8160,8800,32080,33840,,,,
914,914,O,7280,8120,7040,7400,8440,8320,8360,8600,8160,8600,8320,8960,9480,9040,8800,8800,9600,8440,7960,8000,7640,8680,32840,30160,,,,
915,915,P,7360,7920,7560,7920,8120,7960,8080,8240,8520,8480,7920,8400,8440,9080,8520,8280,8800,8840,8000,7960,7920,8120,29120,31240,,,,
916,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,917,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,918,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
919,919,18,1,H2060236,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:15,,,,,,,,,,,,,,,,,
920,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,921,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,922,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
923,923,18,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
924,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,925,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,926,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
927,927,A,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
928,928,B,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
929,929,C,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
930,930,D,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
931,931,E,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
932,932,F,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
933,933,G,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
934,934,H,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
935,935,I,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
936,936,J,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
937,937,K,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
938,938,L,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
939,939,M,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
940,940,N,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
941,941,O,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
942,942,P,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
943,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,944,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,945,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
946,946,18,1,H2060236,14.01,17.61,17.52,40.7,40.9,17.9,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:15,,,,,,,,,,,,
947,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,948,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,949,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
950,950,18,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
951,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,952,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,953,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
954,954,A,6960,7760,7760,7840,7760,8480,8880,8600,8600,8800,8640,9040,8320,8760,8360,8520,9280,8480,8240,8200,7800,7800,28400,31960,,,,
955,955,B,7760,7360,7560,8320,8240,7480,8680,8800,8280,8840,8840,9240,8960,9040,9280,8360,8760,8840,8120,8680,8360,8080,29640,28960,,,,
956,956,C,7920,8080,8160,8880,8720,7640,9000,9280,9880,9400,9320,9560,8640,8800,9640,8720,9640,8880,8560,8440,8440,8720,28240,30760,,,,
957,957,D,7760,8720,8840,8960,8840,9000,9360,9000,9400,9640,9920,9280,9200,9080,9440,9720,9240,8600,8520,8320,8240,8920,30600,29040,,,,
958,958,E,7880,9520,9560,9160,9320,10040,10840,10200,10200,10960,11040,11160,10920,11280,10320,10000,10320,9920,10480,9680,9280,10240,27800,34440,,,,
959,959,F,8600,8880,9320,10160,10560,9960,11000,11120,10200,10360,11200,11080,11200,10360,11680,10520,11360,9720,10000,10080,8920,10200,35800,38160,,,,
960,960,G,8920,8640,8840,9240,9560,9760,10160,9320,10560,9960,9880,10960,10200,10640,10120,9960,9920,9640,9640,8800,9240,9840,34720,35440,,,,
961,961,H,8120,8760,8840,9080,8920,9280,10000,8920,9800,10400,9560,10960,10120,9880,10080,10040,10720,9560,9760,9240,9840,9600,33640,35120,,,,
962,962,I,7640,8560,8520,8240,9040,9480,9160,9600,9960,9720,9440,10120,10000,10280,10360,10320,10400,9040,9960,8920,8280,8920,33200,34160,,,,
963,963,J,8160,7960,8240,8960,8920,9120,9440,9960,10040,9320,7360,10240,9360,10160,10160,10160,10360,9240,8960,8960,8840,8800,34400,32560,,,,
964,964,K,7600,8400,8360,8840,10000,9200,9560,9960,9920,10160,9880,10560,10120,10080,10520,10160,10600,10120,9160,7960,9240,8680,37160,34480,,,,
965,965,L,7360,8560,8120,8720,8920,8480,9160,9520,9320,10040,9640,9560,10080,10360,11000,9400,9800,9440,9440,9040,9480,9280,35080,35200,,,,
966,966,M,7400,8640,8680,8280,9160,8440,9560,8960,10200,10040,9600,10200,10120,9600,9680,9680,9800,9480,8960,9320,9240,9200,35280,35840,,,,
967,967,N,7560,8600,8120,8120,8800,8680,9560,9280,9240,9880,9480,9760,9120,9960,9520,9800,9920,8880,8720,8640,8560,9160,34960,36440,,,,
968,968,O,7080,8400,8000,8480,8960,8720,9160,8600,9160,9520,9120,9240,9520,8800,9880,8200,8960,8760,8440,8840,8040,8560,37800,36960,,,,
969,969,P,6920,8040,7800,8040,8400,8080,8480,8640,8600,8320,8160,8840,7800,8760,8720,8640,8480,8000,8520,8400,7680,8680,33800,36440,,,,
970,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,971,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,972,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
973,973,19,1,H2060238,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:17,,,,,,,,,,,,,,,,,
974,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,975,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,976,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
977,977,19,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
978,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,979,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,980,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
981,981,A,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
982,982,B,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
983,983,C,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
984,984,D,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
985,985,E,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
986,986,F,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
987,987,G,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
988,988,H,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
989,989,I,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
990,990,J,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
991,991,K,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
992,992,L,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
993,993,M,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
994,994,N,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
995,995,O,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
996,996,P,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
997,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,998,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,999,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
1000,1000,19,1,H2060238,14.01,17.52,17.52,40.9,40.7,17.82,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:17,,,,,,,,,,,,
1001,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,1002,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1003,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
1004,1004,19,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
1005,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1006,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1007,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
1008,1008,A,7840,7440,7800,7760,8480,7760,8400,7960,9120,8520,8240,7920,8240,8760,8120,8280,8440,7960,8320,7240,8000,7120,25320,26280,,,,
