Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
1,1,"=""H2060640""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/6/2023 8:31:37 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Jez US LUM 384 (cps),0,32,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
14,1,"=""H2060772""",14.01,17.7,17.82,52.1,51.9,18.1,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/6/2023 9:05:15 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
14,Jez US LUM 384 (cps),0,44,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,20368,21360,21424,20880,22080,20960,20416,22896,21136,21168,21200,21856,22528,19344,22096,22096,21424,21824,22048,22032,22848,21696,337440,344768,
B,20816,22096,21776,22432,22048,22016,22128,22256,19552,21104,22688,22128,22160,23296,21088,22560,22016,22544,20448,22736,24160,24704,350752,320848,
C,21232,21392,21936,22000,20992,21872,22000,22384,22128,21712,28064,22640,22768,22640,25808,23056,23872,23872,22912,23216,22928,27360,335184,289872,
D,19360,20864,22448,23424,23392,22576,23808,23520,20848,22448,23920,24896,23360,24896,22448,24208,22736,17264,15936,22560,24096,24608,314464,298960,
E,22160,23072,23616,26048,22960,24768,23216,25344,23984,23456,25776,24272,25504,25216,24528,25728,39728,24624,23328,24144,24784,26912,353216,295072,
F,22768,23536,23456,24736,12560,25440,23920,25632,13776,22992,26176,25056,26000,24336,24032,22576,22960,24288,23888,22160,26288,26800,344368,291024,
G,20848,22416,23840,24720,10752,24432,21952,25424,23744,23744,23248,25648,24320,24800,24992,24304,22768,23680,22752,24688,23872,24336,354752,300064,
H,21248,22416,23040,22544,21488,23456,22272,23456,22416,21920,23728,24432,23664,24832,26416,24736,24032,25280,25280,26720,24144,29008,347920,295904,
I,20832,21376,23168,22576,24000,24000,21936,23424,22832,23520,22416,22592,23760,23232,23888,24160,23168,23024,24800,23680,26192,25120,327760,287600,
J,20176,21120,20864,21760,22832,20336,21760,21360,22720,22448,22896,21200,7936,22880,23600,25904,17264,25088,23920,22272,24416,24592,315120,278960,
K,19472,20544,22944,22448,24304,23520,24112,22816,23280,25136,21488,24656,25552,25136,24368,23600,24704,23456,27088,30784,25792,25168,304016,290176,
L,19408,21440,20944,22944,15136,22096,23168,20800,22912,20672,22672,21792,23504,24624,22400,23872,24032,23520,23456,24080,38256,27440,299008,313312,
M,20336,22448,23296,21504,23168,23360,21744,25232,22544,23600,24128,25088,25360,26624,27504,26240,30528,28160,25824,29504,26784,27328,344256,291376,
N,20528,20528,21312,21072,20752,22512,20544,21760,21376,20176,22368,21200,19568,27248,25024,24528,25952,24144,25216,24512,28032,32096,348192,303648,
O,20144,21248,22880,22640,22848,21920,21856,23280,22208,23776,22784,28288,25472,26704,28656,24320,30464,31360,25664,28976,34880,29344,365808,299504,
P,19744,18368,20560,18864,19056,20000,20144,20368,20496,20160,19776,20704,20256,19744,20400,23296,20592,22880,25184,26848,27504,34032,286208,309984,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
15,1,"=""H2060770""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/6/2023 9:07:51 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
15,Jez US LUM 384 (cps),0,52,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
B,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
C,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
D,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
E,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
F,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
G,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
H,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
I,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
J,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
K,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
L,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
M,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
N,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
O,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,
P,0.62938608683,0.62938608683,,,,,,,,,,,,,,,,,,,,,0.62938608683,0.62938608683,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
15,1,"=""H2060770""",14.01,17.8,17.72,51.9,51.4,18.1,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/6/2023 9:07:51 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
15,Jez US LUM 384 (cps),0,52,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,19584,21280,21808,21152,20240,20928,21472,21936,20896,21184,22432,22832,23136,21840,22160,19952,21296,22016,21248,20384,21760,21744,311408,301584,
B,18608,21328,22496,21744,21456,22960,21920,23632,23472,23584,24368,22752,23984,22128,22848,18816,23456,22688,21872,20080,24304,16016,366656,300064,
C,21040,20384,24384,21248,23856,22448,23696,23392,23584,23552,22928,23824,23488,21296,22096,23456,22048,22304,23344,22128,20496,23008,320240,298160,
D,19616,23104,51296,22064,22064,23024,24064,23024,23136,22912,23456,22832,22496,22160,23872,22784,20544,22224,23296,24288,10608,22656,340880,306864,
E,22592,25216,26064,25552,24176,24240,26544,24416,25472,26192,23872,24880,26288,22640,23632,20608,15920,23680,23104,21792,23456,23824,368032,312080,
F,22064,22640,26080,23856,25808,24048,23952,25600,24144,24432,24496,24096,23872,25664,25232,23088,23984,23728,23456,26032,22928,25968,369056,303632,
G,20976,23136,25760,25184,24912,26400,23824,24944,23616,23488,24576,21936,21744,24192,25280,24976,24048,23376,24448,23760,22288,24320,351872,293632,
H,22528,23744,24400,25024,23648,24288,23024,24336,23536,24848,24064,23728,24336,26032,23904,24240,24960,22400,22160,24368,23248,24544,351936,278928,
I,20464,23856,25520,24992,23760,24928,21392,25552,25440,23504,23520,23824,24480,24768,23168,24736,22160,22112,22640,20512,22448,23760,345168,276544,
J,19728,22368,22352,24624,23664,27296,21968,27440,24640,24784,24096,24144,25648,22640,23792,23408,23552,23424,23872,23152,23952,24560,338336,267728,
K,23408,24384,22656,23840,28576,24576,23216,8800,23536,27776,29520,26960,27312,25328,28768,43952,28080,25968,23488,19024,24896,27360,281664,272576,
L,20752,22800,26560,26208,31520,37200,6784,28816,44528,41312,19632,23760,20832,27776,25312,27632,28464,28656,24352,24288,25248,24192,291008,275360,
M,25248,36128,24656,34384,30368,41616,24752,9456,30848,42720,31600,40336,35968,32128,25472,40384,10080,34400,32720,31536,27024,26992,310704,279184,
N,22944,27280,33504,29200,31296,31600,27504,36992,21264,36176,28400,40720,7200,33280,38160,39904,25712,35888,25824,27552,32864,27568,351408,278496,
O,26560,39328,38736,36208,36208,45424,51904,36944,39024,46000,52640,52240,41408,48176,64544,51760,45472,40944,56944,32576,36496,31296,313776,293024,
P,24432,24864,44928,38832,34144,40160,44704,44272,50448,34416,45776,44992,53920,52992,43632,36688,45456,41872,43168,35952,40512,32352,298432,278048,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
16,1,"=""H2060752""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/6/2023 9:10:26 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
16,Jez US LUM 384 (cps),0,28,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
B,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
C,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
D,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
E,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
F,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
G,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
H,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
I,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
J,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
K,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
L,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
M,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
N,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
O,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,
P,0.72674691989,0.72674691989,,,,,,,,,,,,,,,,,,,,,0.72674691989,0.72674691989,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
16,1,"=""H2060752""",14.01,17.7,17.82,51.3,51.4,18.1,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/6/2023 9:10:26 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
16,Jez US LUM 384 (cps),0,28,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,17088,16944,17984,19584,17744,15584,18144,17568,18656,17632,18208,18816,20400,19856,18624,20320,19232,19072,18544,17600,18880,19456,311888,283120,
B,16512,16880,17712,16976,21040,19264,15776,19424,17920,18336,17904,19248,20496,18320,19472,17936,19056,21280,17664,16272,18160,21760,353296,294864,
C,19104,15728,16624,20320,18848,7184,20032,18352,19600,19216,17440,20064,18400,18752,21904,21008,19664,23296,21376,19872,20368,21936,319040,329776,
D,18448,17136,21152,24816,18624,18624,17088,28400,17776,19072,17968,33008,12736,15104,21664,19312,26192,25264,17472,18880,20560,20288,324560,303536,
E,18784,17728,17936,19216,19536,19616,18480,17952,20112,18848,19696,23232,20352,21872,17968,20896,21312,19696,19904,23344,18272,22752,338416,327248,
F,19664,18912,16736,21968,21008,18112,19952,19568,19936,20000,23920,9312,18960,21520,15648,21200,17184,20432,20256,20960,19472,20752,358592,318480,
G,18608,17280,18752,18752,18128,19504,20576,18672,20512,19344,18048,19312,19168,22112,7680,19792,21616,19856,20560,21424,21056,20800,330208,294752,
H,18400,16128,25744,23552,18576,13680,20400,20576,19424,20832,20336,19504,20560,19696,21200,20080,19920,20784,20944,19168,17232,27472,347888,317776,
I,17920,18784,17056,21104,18960,17568,20080,18640,19456,18112,18336,21696,18016,17360,20448,22032,19104,10032,19920,18960,20576,36288,303888,307840,
J,25312,16080,19312,18208,18752,17648,18928,20112,19872,20176,20480,19232,19712,19680,19808,19840,19952,19936,20016,20112,19376,22240,311184,289648,
K,17488,17376,20928,19344,20048,14704,20832,20816,4592,20128,19008,19472,21088,21824,21152,21008,19968,20848,21088,20864,19776,21200,297376,299712,
L,31664,19872,18288,22912,19136,8096,18128,10704,21920,18736,17216,17424,13840,20688,21680,21088,20112,21376,19792,20992,25856,23520,290768,264080,
M,18160,19728,18768,20512,20688,20480,20160,22624,26896,19408,19872,19920,9088,22480,21696,21664,20256,21952,20752,21456,40032,20928,296768,297200,
N,23536,18992,20864,18320,19280,19392,19664,19520,18352,19968,18304,19024,17488,18896,19584,20896,20896,22112,20800,19472,37200,20912,311712,278960,
O,19664,27392,35248,34576,19888,20864,20464,19824,21424,20960,21024,22784,22448,23520,20832,21136,21840,20624,31392,20480,21232,21648,318496,299040,
P,17264,17680,19232,17360,17344,17600,19824,18976,18944,18592,18304,27728,18704,19200,18816,19952,19680,20304,20080,20832,20336,25616,267344,284352,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
17,1,"=""H2060750""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/6/2023 9:13:01 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
17,Jez US LUM 384 (cps),0,28,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
B,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
C,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
D,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
E,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
F,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
G,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
H,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
I,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
J,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
K,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
L,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
M,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
N,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
O,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,
P,0.62705867101,0.62705867101,,,,,,,,,,,,,,,,,,,,,0.62705867101,0.62705867101,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
17,1,"=""H2060750""",14.01,17.7,17.72,51.3,51.4,18.1,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/6/2023 9:13:01 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
17,Jez US LUM 384 (cps),0,28,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,16640,17536,16896,18144,17984,19232,18960,18176,18192,19296,18672,19184,19296,18096,19504,18032,19104,17760,17680,18016,16976,16752,318912,288336,
B,18272,16768,9984,6048,18384,20144,5152,20864,18944,19152,12048,18896,18400,19232,19456,19008,18000,18608,19824,18560,18160,17744,311104,320832,
C,26016,15456,6016,16416,17472,5504,19088,5472,19792,19312,16800,18864,17456,16624,16688,36736,33024,22256,20976,27424,19280,16640,397392,269664,
D,16256,16464,18208,17648,18128,18432,19280,20224,16480,26384,18336,19120,20592,19408,27360,36544,31168,25296,16080,18576,27968,19328,294864,273648,
E,19328,19264,18816,18896,18928,20752,18144,21360,17376,20352,19568,20752,20752,20736,19664,22048,8672,20016,19568,34992,18320,20624,360192,314736,
F,18224,17104,18128,20448,38592,19072,22944,20992,19712,18688,18544,20496,18400,22496,22016,21872,39472,22128,19760,20096,19696,21776,365728,323744,
G,19664,18816,19952,17072,20112,19920,21008,19808,23632,11776,20208,21248,20544,20160,21952,21328,21728,19088,14368,17280,15776,14480,386576,312832,
H,20048,18464,11504,18704,21552,18128,20640,21184,20320,18880,19840,18672,22080,20128,19840,19520,20032,19712,19936,19632,20592,19504,392688,291376,
I,19568,19232,22784,18496,20192,20544,20896,19136,16640,20256,6896,19264,20368,20688,10784,18816,20720,19040,19840,27712,16320,22672,324976,282448,
J,18048,18688,18576,17808,18688,17520,19744,20640,19888,19552,18736,19168,21264,22352,18464,19408,19984,16144,19728,29360,22336,18352,334144,293456,
K,18368,19568,33328,20272,19856,21264,21712,20864,20512,7648,20480,19776,20928,21168,19424,20912,21056,18848,19536,19440,17552,20704,302576,331872,
L,17408,17808,16576,18192,18800,18976,18608,18448,19136,18800,18352,19488,24176,27808,21600,10080,19648,16160,36192,19104,17984,27872,260752,300112,
M,18032,17312,17536,20160,19760,20656,19392,19760,19856,34784,21424,13872,19248,22704,19952,19088,35424,19008,20656,27312,17488,29296,332960,288320,
N,16224,16384,19104,15728,16624,18896,17968,18208,18080,16784,15680,18032,18912,18624,19408,21440,20032,18912,34240,17664,32464,19328,360192,313984,
O,15808,16448,25520,21152,18448,20080,19088,19744,19072,21184,21264,19856,21136,22480,21152,20768,20720,22256,19456,19328,29424,19776,371840,326176,
P,16528,16960,13440,18048,17152,18608,16672,17152,18048,17984,18864,18416,18736,18384,18736,17808,18464,24704,18096,18192,17424,17456,297664,335024,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
18,1,"=""H2060748""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/6/2023 9:15:37 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
18,Jez US LUM 384 (cps),0,44,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
B,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
C,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
D,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
E,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
F,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
G,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
H,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
I,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
J,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
K,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
L,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
M,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
N,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
O,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,
P,0.62301522432,0.62301522432,,,,,,,,,,,,,,,,,,,,,0.62301522432,0.62301522432,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
18,1,"=""H2060748""",14.01,17.7,17.72,51.4,51.3,18.1,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/6/2023 9:15:37 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
18,Jez US LUM 384 (cps),0,44,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),

Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS)
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,18672,18512,20032,17984,17680,17376,18512,19456,19856,18992,19904,20048,19248,20720,19248,19472,20320,18608,19184,19072,18048,19424,328816,305328,
B,18048,17696,18576,8880,9152,19008,17104,16192,18160,20736,7936,17408,17728,22272,19936,18624,19792,18400,24672,20048,20016,22416,337968,318544,
C,18096,16320,19056,19264,9824,18512,18992,18592,15936,18192,21040,23152,20064,18272,19696,18448,20448,18208,12000,19168,19440,22624,414880,309312,
D,17376,16144,16448,17904,19632,17904,20352,19600,8480,17888,16240,19136,18384,19632,19648,18576,14144,26576,18976,26688,19152,20672,400592,305904,
E,19136,18784,18688,16064,17232,20000,19920,18992,19952,20256,18528,19408,20880,19024,21760,22368,25008,19840,20880,22224,20928,21920,395440,317584,
F,20096,18960,17632,18640,21824,20592,18144,19072,20384,18416,19152,21024,20928,2800,20016,7072,21216,21920,21824,20096,21008,21184,391696,326720,
G,26800,20128,20000,16496,34352,17616,22064,20928,20032,19920,17728,21072,21392,20544,21008,21408,20720,21232,19504,19824,18608,22048,390496,296880,
H,20160,19840,27472,19744,20144,19280,25024,20016,21200,20208,19296,20640,22736,21648,21760,34768,21936,20528,11072,22352,18512,16464,381904,303280,
I,18400,19264,18624,20464,20928,15936,20480,19072,19392,8272,20560,20192,21632,20400,19520,18928,19440,20208,22912,20608,20192,21072,336496,281600,
J,18928,20064,20720,21376,20544,19760,19072,19232,20576,20656,20512,65984,17616,30448,63168,19888,8912,19888,20352,20160,20256,20640,357808,343856,
K,19376,19088,19088,20416,21248,18288,21392,20016,21296,20048,20448,19520,22176,22096,19344,21376,19504,20896,19888,21440,18608,21552,309088,305392,
L,18160,20112,17872,19824,20480,21088,20304,19568,19456,19392,19376,20016,19760,16176,21248,22112,20848,20624,21744,22512,20224,22352,326320,295440,
M,18176,19424,19104,19696,19232,20368,19728,19744,18832,19984,20048,20768,22496,20720,21312,12096,9136,20176,20128,19824,21040,23712,344864,297856,
N,18576,18288,19616,22112,18512,20816,18672,18960,21904,19632,20368,17072,25312,20576,19728,20448,19536,20784,23088,23136,21680,67648,374912,389216,
O,20064,19040,19392,37072,19248,20512,19616,20848,9232,18032,20240,19888,22336,5392,22224,16672,21504,21104,20304,24880,45248,21792,383520,331104,
P,17248,18208,18016,18032,18496,18640,18480,18736,19200,19072,26864,18960,19808,19536,17888,20064,27728,20448,20704,24224,24848,29040,390416,305952,

Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,
