,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,7200
655,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
657,A,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
658,B,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
659,C,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
660,D,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
661,E,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
662,F,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
663,G,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
664,H,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
665,I,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
666,J,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
667,K,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
668,L,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
669,M,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
670,N,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
671,O,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
672,P,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
676,13,1,H2060226,14.01,17.61,17.43,40.1,39.5,17.8,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:07,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
680,13,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
684,A,0.0,0.023255813953488372,0.03419972640218878,0.04514363885088919,0.04377564979480164,0.0533515731874145,0.06155950752393981,0.06292749658002736,0.06292749658002736,0.0506155950752394,0.057455540355677154,0.07934336525307797,0.07934336525307797,0.07660738714090287,0.06566347469220246,0.060191518467852256,0.08344733242134063,0.058823529411764705,0.060191518467852256,0.0560875512995896,0.046511627906976744,0.03967168262653899,0.79890560875513,0.8276333789329685,,,,
685,B,0.01094391244870041,0.036935704514363885,0.03556771545827633,0.047879616963064295,0.049247606019151846,0.06703146374829001,0.058823529411764705,0.07113543091655267,0.07250341997264022,0.07387140902872777,0.08071135430916553,0.1094391244870041,0.07113543091655267,0.07934336525307797,0.07523939808481532,0.08207934336525308,0.07113543091655267,0.06976744186046512,0.06155950752393981,0.03967168262653899,0.0560875512995896,0.04103967168262654,0.7264021887824897,0.7824897400820794,,,,
686,C,0.03283173734610123,0.04103967168262654,0.049247606019151846,0.0506155950752394,0.07113543091655267,0.06292749658002736,0.12175102599179206,0.07387140902872777,0.10259917920656635,0.106703146374829,0.10259917920656635,0.12585499316005472,0.09302325581395349,0.12038303693570451,0.08618331053351573,0.09986320109439124,0.1039671682626539,0.06976744186046512,0.060191518467852256,0.07660738714090287,0.06703146374829001,0.06976744186046512,0.7414500683994528,0.7482900136798906,,,,
687,D,0.046511627906976744,0.047879616963064295,0.049247606019151846,0.046511627906976744,0.07387140902872777,0.07387140902872777,0.08618331053351573,0.08891928864569083,0.08344733242134063,0.1012311901504788,0.08618331053351573,0.106703146374829,0.11627906976744186,0.09302325581395349,0.11491108071135431,0.09439124487004104,0.09575923392612859,0.1012311901504788,0.060191518467852256,0.06292749658002736,0.04377564979480164,0.07523939808481532,0.8057455540355677,0.8057455540355677,,,,
688,E,0.06429548563611491,0.06976744186046512,0.05471956224350205,0.09986320109439124,0.09439124487004104,0.11764705882352941,0.15595075239398085,0.1326949384404925,0.1409028727770178,0.12995896032831739,0.11354309165526676,0.1545827633378933,0.12859097127222982,0.12585499316005472,0.14774281805745554,0.10259917920656635,0.11901504787961696,0.1121751025991792,0.12859097127222982,0.12311901504787962,0.12859097127222982,0.1121751025991792,0.9699042407660738,0.8714090287277702,,,,
689,F,0.07387140902872777,0.09439124487004104,0.08481532147742818,0.09849521203830369,0.12175102599179206,0.11764705882352941,0.13406292749658003,0.1121751025991792,0.12995896032831739,0.13406292749658003,0.14500683994528044,0.1409028727770178,0.11491108071135431,0.13679890560875513,0.12859097127222982,0.14227086183310533,0.1381668946648427,0.12038303693570451,0.15047879616963064,0.1094391244870041,0.1094391244870041,0.1121751025991792,0.8796169630642955,0.9630642954856361,,,,
690,G,0.05471956224350205,0.06155950752393981,0.08618331053351573,0.09575923392612859,0.11764705882352941,0.07660738714090287,0.11080711354309165,0.12995896032831739,0.12859097127222982,0.11491108071135431,0.11354309165526676,0.1326949384404925,0.11901504787961696,0.11491108071135431,0.10533515731874145,0.11491108071135431,0.11354309165526676,0.09986320109439124,0.10259917920656635,0.106703146374829,0.08755129958960328,0.09439124487004104,0.9138166894664843,0.9822161422708618,,,,
691,H,0.038303693570451436,0.06292749658002736,0.08207934336525308,0.06839945280437756,0.08755129958960328,0.08618331053351573,0.106703146374829,0.09302325581395349,0.12722298221614228,0.12585499316005472,0.11491108071135431,0.13132694938440492,0.12311901504787962,0.12448700410396717,0.106703146374829,0.1039671682626539,0.13132694938440492,0.09849521203830369,0.31600547195622436,0.09028727770177838,0.09028727770177838,0.08344733242134063,0.920656634746922,0.853625170998632,,,,
692,I,0.03967168262653899,0.07387140902872777,0.047879616963064295,0.07660738714090287,0.09849521203830369,0.09302325581395349,0.07523939808481532,0.11491108071135431,0.1121751025991792,0.12448700410396717,0.08481532147742818,0.10259917920656635,0.12585499316005472,0.11627906976744186,0.10807113543091655,0.12311901504787962,0.12175102599179206,0.09165526675786594,0.10807113543091655,0.11080711354309165,0.07113543091655267,0.08481532147742818,0.9507523939808481,0.9972640218878249,,,,
693,J,0.04240766073871409,0.06703146374829001,0.06292749658002736,0.06976744186046512,0.08344733242134063,0.08071135430916553,0.10259917920656635,0.09302325581395349,0.08481532147742818,0.08207934336525308,0.09986320109439124,0.08207934336525308,0.09575923392612859,0.106703146374829,0.106703146374829,0.08207934336525308,0.11764705882352941,0.09849521203830369,0.08344733242134063,0.08891928864569083,0.07113543091655267,0.08891928864569083,0.9685362517099864,0.9425444596443229,,,,
694,K,0.0506155950752394,0.09986320109439124,0.08891928864569083,0.08344733242134063,0.08481532147742818,0.09165526675786594,0.11354309165526676,0.1094391244870041,0.1039671682626539,0.09439124487004104,0.09849521203830369,0.12448700410396717,0.106703146374829,0.12175102599179206,0.10807113543091655,0.1121751025991792,0.09712722298221614,0.07934336525307797,0.08891928864569083,0.09575923392612859,0.10259917920656635,0.08071135430916553,0.960328317373461,0.9274965800273598,,,,
695,L,0.046511627906976744,0.05198358413132695,0.07660738714090287,0.07523939808481532,0.08481532147742818,0.07113543091655267,0.06839945280437756,0.07250341997264022,0.1012311901504788,0.1039671682626539,0.09712722298221614,0.08755129958960328,0.08755129958960328,0.08618331053351573,0.10259917920656635,0.08344733242134063,0.1039671682626539,0.09165526675786594,0.08618331053351573,0.08481532147742818,0.07660738714090287,0.07934336525307797,0.8987688098495212,0.945280437756498,,,,
696,M,0.047879616963064295,0.05471956224350205,0.06566347469220246,0.09302325581395349,0.1121751025991792,0.09849521203830369,0.09028727770177838,0.07660738714090287,0.09575923392612859,0.10533515731874145,0.1121751025991792,0.146374829001368,0.1012311901504788,0.1039671682626539,0.09712722298221614,0.08618331053351573,0.12859097127222982,0.07797537619699042,0.09165526675786594,0.09439124487004104,0.06429548563611491,0.08755129958960328,0.9439124487004104,0.8796169630642955,,,,
697,N,0.03283173734610123,0.06976744186046512,0.057455540355677154,0.058823529411764705,0.08344733242134063,0.0560875512995896,0.08207934336525308,0.07250341997264022,0.09302325581395349,0.08481532147742818,0.07387140902872777,0.08481532147742818,0.1039671682626539,0.09439124487004104,0.08891928864569083,0.06429548563611491,0.07660738714090287,0.08755129958960328,0.08755129958960328,0.07660738714090287,0.06839945280437756,0.06429548563611491,0.9274965800273598,1.0,,,,
698,O,0.060191518467852256,0.06976744186046512,0.06976744186046512,0.06839945280437756,0.07797537619699042,0.08207934336525308,0.08207934336525308,0.08481532147742818,0.07797537619699042,0.08618331053351573,0.07660738714090287,0.09849521203830369,0.08891928864569083,0.09028727770177838,0.10259917920656635,0.09165526675786594,0.09165526675786594,0.07250341997264022,0.07797537619699042,0.08207934336525308,0.06292749658002736,0.07250341997264022,0.8864569083447332,0.8673050615595075,,,,
699,P,0.049247606019151846,0.0506155950752394,0.046511627906976744,0.058823529411764705,0.0506155950752394,0.060191518467852256,0.06292749658002736,0.08891928864569083,0.07523939808481532,0.047879616963064295,0.06566347469220246,0.06703146374829001,0.07660738714090287,0.08618331053351573,0.06976744186046512,0.07934336525307797,0.05198358413132695,0.07387140902872777,0.05471956224350205,0.06839945280437756,0.04240766073871409,0.058823529411764705,0.9835841313269493,0.9958960328317373,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
703,14,1,H2060228,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:09,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
707,14,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
711,A,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
712,B,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
713,C,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
714,D,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
715,E,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
716,F,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
717,G,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
718,H,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
719,I,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
720,J,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
721,K,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
722,L,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
723,M,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
724,N,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
725,O,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
726,P,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
730,14,1,H2060228,14.01,17.43,17.52,39.5,39.8,17.92,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:09,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
734,14,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
738,A,0.047865459249676584,0.03492884864165589,0.04139715394566624,0.050452781371280724,0.056921086675291076,0.05821474773609314,0.06597671410090557,0.0685640362225097,0.08020698576972833,0.07115135834411385,0.0646830530401035,0.06597671410090557,0.055627425614489,0.06597671410090557,0.05821474773609314,0.062095730918499355,0.050452781371280724,0.0646830530401035,0.0646830530401035,0.06727037516170763,0.056921086675291076,0.04915912031047866,0.702457956015524,0.8654592496765847,,,,
739,B,0.03234152652005175,0.047865459249676584,0.056921086675291076,0.06727037516170763,0.06338939197930142,0.047865459249676584,0.06080206985769728,0.08279430789133248,0.09184993531694696,0.07891332470892626,0.062095730918499355,0.05821474773609314,0.07761966364812418,0.06080206985769728,0.06080206985769728,0.062095730918499355,0.06338939197930142,0.08408796895213454,0.0517464424320828,0.0724450194049159,0.04657179818887452,0.05821474773609314,0.6998706338939198,0.7179818887451488,,,,
740,C,0.04915912031047866,0.037516170763260026,0.04657179818887452,0.054333764553686936,0.056921086675291076,0.062095730918499355,0.06727037516170763,0.054333764553686936,0.0724450194049159,0.08020698576972833,0.09961190168175937,0.07115135834411385,0.08926261319534282,0.08020698576972833,0.059508408796895215,0.0724450194049159,0.07503234152652005,0.0,0.06727037516170763,0.0646830530401035,0.059508408796895215,0.07373868046571798,0.6429495472186287,0.7464424320827943,,,,
741,D,0.05821474773609314,0.0517464424320828,0.04915912031047866,0.054333764553686936,0.05304010349288486,0.04398447606727038,0.09314359637774904,0.07503234152652005,0.09055627425614489,0.0944372574385511,0.07891332470892626,0.09702457956015524,0.09573091849935317,0.06985769728331177,0.08926261319534282,0.08408796895213454,0.08926261319534282,0.06727037516170763,0.062095730918499355,0.0815006468305304,0.08279430789133248,0.06985769728331177,0.6532988357050453,0.7373868046571799,,,,
742,E,0.09184993531694696,0.07761966364812418,0.08408796895213454,0.0815006468305304,0.09573091849935317,0.09184993531694696,0.09831824062095731,0.08538163001293661,0.11513583441138421,0.09831824062095731,0.10866752910737387,0.11642949547218628,0.09831824062095731,0.14747736093143596,0.12289780077619664,0.11642949547218628,0.11254851228978008,0.09055627425614489,0.12419146183699871,0.10478654592496765,0.08926261319534282,0.10219922380336352,0.759379042690815,0.8124191461836999,,,,
743,F,0.06597671410090557,0.08020698576972833,0.10219922380336352,0.06985769728331177,0.11254851228978008,0.09831824062095731,0.1203104786545925,0.10608020698576973,0.11642949547218628,0.13195342820181113,0.11384217335058215,0.13454075032341525,0.13583441138421734,0.13583441138421734,0.12677878395860284,0.09314359637774904,0.1332470892626132,0.09055627425614489,0.10478654592496765,0.10219922380336352,0.11642949547218628,0.10866752910737387,0.8564036222509702,0.8279430789133247,,,,
744,G,0.0517464424320828,0.08667529107373868,0.062095730918499355,0.09055627425614489,0.07761966364812418,0.08796895213454076,0.111254851228978,0.09314359637774904,0.09055627425614489,0.10478654592496765,0.10219922380336352,0.12289780077619664,0.08667529107373868,0.12548512289780078,0.10866752910737387,0.13583441138421734,0.10478654592496765,0.09702457956015524,0.11901681759379043,0.09184993531694696,0.0724450194049159,0.09055627425614489,0.8680465717981889,0.8564036222509702,,,,
745,H,0.07115135834411385,0.0815006468305304,0.08408796895213454,0.09961190168175937,0.10866752910737387,0.0815006468305304,0.08926261319534282,0.09314359637774904,0.11772315653298836,0.12548512289780078,0.09961190168175937,0.10866752910737387,0.11901681759379043,0.11901681759379043,0.11384217335058215,0.13195342820181113,0.0944372574385511,0.1073738680465718,0.09573091849935317,0.10866752910737387,0.10219922380336352,0.09961190168175937,0.906856403622251,0.7645536869340233,,,,
746,I,0.07373868046571798,0.06597671410090557,0.05304010349288486,0.08020698576972833,0.08408796895213454,0.09314359637774904,0.08279430789133248,0.08538163001293661,0.10608020698576973,0.16429495472186287,0.10219922380336352,0.08538163001293661,0.09573091849935317,0.10478654592496765,0.0944372574385511,0.08796895213454076,0.08538163001293661,0.09184993531694696,0.10608020698576973,0.06338939197930142,0.09055627425614489,0.08796895213454076,0.8499353169469599,0.7943078913324709,,,,
747,J,0.059508408796895215,0.0129366106080207,0.056921086675291076,0.05304010349288486,0.08538163001293661,0.0685640362225097,0.0815006468305304,0.07632600258732213,0.0944372574385511,0.10996119016817593,0.09314359637774904,0.0944372574385511,0.09184993531694696,0.09831824062095731,0.10090556274256145,0.10608020698576973,0.0646830530401035,0.08020698576972833,0.0815006468305304,0.09184993531694696,0.06985769728331177,0.09831824062095731,0.7839586028460543,0.7787839586028461,,,,
748,K,0.050452781371280724,0.054333764553686936,0.06727037516170763,0.08667529107373868,0.08279430789133248,0.08796895213454076,0.06338939197930142,0.08020698576972833,0.1073738680465718,0.09961190168175937,0.10866752910737387,0.10219922380336352,0.10478654592496765,0.10608020698576973,0.08796895213454076,0.11513583441138421,0.06597671410090557,0.08408796895213454,0.1034928848641656,0.1034928848641656,0.08538163001293661,0.06727037516170763,0.8952134540750324,0.8305304010349288,,,,
