,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,7200
827,I,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
828,J,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
829,K,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
830,L,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
831,M,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
832,N,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
833,O,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
834,P,0.602396634,0.602396634,,,,,,,,,,,,,,,,,,,,,0.602396634,0.602396634,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
838,16,1,H2060232,14.01,17.51,17.52,40,40.3,17.8,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:12,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
842,16,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
846,A,0.045949214026602174,0.049576783555018135,0.04232164449818621,0.03990326481257558,0.06771463119709795,0.060459492140266025,0.06892382103990327,0.08101571946795647,0.07980652962515115,0.06408706166868199,0.08585247883917775,0.07859733978234583,0.07980652962515115,0.09310761789600967,0.08948004836759371,0.07859733978234583,0.07134220072551391,0.07134220072551391,0.06408706166868199,0.07255139056831923,0.05199516324062878,0.06650544135429262,0.8198307134220073,0.6299879081015719,,,,
847,B,0.041112454655380895,0.03506650544135429,0.044740024183796856,0.03990326481257558,0.06892382103990327,0.08948004836759371,0.08585247883917775,0.07859733978234583,0.09189842805320435,0.07134220072551391,0.09552599758162031,0.08101571946795647,0.08343409915356712,0.08343409915356712,0.08101571946795647,0.0761789600967352,0.060459492140266025,0.06166868198307134,0.06287787182587666,0.060459492140266025,0.07376058041112454,0.07980652962515115,0.7339782345828295,0.7690447400241838,,,,
848,C,0.05199516324062878,0.02902055622732769,0.06287787182587666,0.06650544135429262,0.06650544135429262,0.05804111245465538,0.07980652962515115,0.06529625151148731,0.094316807738815,0.08706166868198308,0.07496977025392987,0.09794437726723096,0.11729141475211609,0.09673518742442563,0.08343409915356712,0.08464328899637243,0.08585247883917775,0.08101571946795647,0.07980652962515115,0.08585247883917775,0.08222490931076179,0.0592503022974607,0.75453446191052,0.694074969770254,,,,
849,D,0.060459492140266025,0.053204353083434096,0.05562273276904474,0.0761789600967352,0.08464328899637243,0.09068923821039904,0.08101571946795647,0.094316807738815,0.07134220072551391,0.10278113663845223,0.1124546553808948,0.08343409915356712,0.08222490931076179,0.1003627569528416,0.08464328899637243,0.10399032648125756,0.08343409915356712,0.09673518742442563,0.08464328899637243,0.0761789600967352,0.07376058041112454,0.07013301088270858,0.717049576783555,0.7291414752116082,,,,
850,E,0.09310761789600967,0.08948004836759371,0.10640870616686819,0.08706166868198308,0.1354292623941959,0.10399032648125756,0.11124546553808948,0.13301088270858524,0.11729141475211609,0.12696493349455865,0.15356711003627568,0.15356711003627568,0.13422007255139057,0.11608222490931076,0.10399032648125756,0.1414752116082225,0.12454655380894801,0.12575574365175332,0.11729141475211609,0.11487303506650544,0.10761789600967352,0.11366384522370013,0.8548972188633616,0.8561064087061668,,,,
851,F,0.09552599758162031,0.07980652962515115,0.09068923821039904,0.09915356711003627,0.1185006045949214,0.1354292623941959,0.11729141475211609,0.12696493349455865,0.1608222490931076,0.12575574365175332,0.13784764207980654,0.11970979443772672,0.14026602176541716,0.13905683192261184,0.13422007255139057,0.16203143893591293,0.11729141475211609,0.11729141475211609,0.1185006045949214,0.12091898428053205,0.11608222490931076,0.10761789600967352,0.8621523579201935,0.8403869407496977,,,,
852,G,0.07134220072551391,0.09189842805320435,0.037484885126964934,0.09310761789600967,0.1185006045949214,0.12575574365175332,0.09189842805320435,0.15114873035066506,0.10278113663845223,0.12454655380894801,0.12575574365175332,0.12454655380894801,0.13422007255139057,0.11487303506650544,0.12333736396614269,0.13180169286577992,0.12454655380894801,0.06287787182587666,0.10519951632406288,0.08706166868198308,0.09552599758162031,0.09915356711003627,0.8464328899637243,0.6904474002418379,,,,
853,H,0.07376058041112454,0.08827085852478839,0.0592503022974607,0.09673518742442563,0.1124546553808948,0.16203143893591293,0.1003627569528416,0.11487303506650544,0.1523579201934704,0.1124546553808948,0.14268440145102781,0.1293833131801693,0.11487303506650544,0.18984280532043532,0.08101571946795647,0.1003627569528416,0.12696493349455865,0.08343409915356712,0.11970979443772672,0.14631197097944376,0.10157194679564692,0.08101571946795647,0.8863361547762999,0.7896009673518742,,,,
854,I,0.07134220072551391,0.06771463119709795,0.09794437726723096,0.10399032648125756,0.1124546553808948,0.11729141475211609,0.11366384522370013,0.12091898428053205,0.1185006045949214,0.09794437726723096,0.11970979443772672,0.12212817412333736,0.13301088270858524,0.12454655380894801,0.1124546553808948,0.0773881499395405,0.09189842805320435,0.1003627569528416,0.10157194679564692,0.094316807738815,0.09552599758162031,0.08706166868198308,0.8246674727932285,0.8633615477629988,,,,
855,J,0.07496977025392987,0.07255139056831923,0.06408706166868199,0.08464328899637243,0.09794437726723096,0.11124546553808948,0.10761789600967352,0.09068923821039904,0.13059250302297462,0.13905683192261184,0.3941958887545345,0.10882708585247884,0.1293833131801693,0.09915356711003627,0.10519951632406288,0.094316807738815,0.09673518742442563,0.08948004836759371,0.10519951632406288,0.11124546553808948,0.08706166868198308,0.07496977025392987,0.7642079806529625,0.8476420798065296,,,,
856,K,0.08948004836759371,0.0761789600967352,0.07496977025392987,0.07859733978234583,0.10640870616686819,0.09310761789600967,0.08948004836759371,0.11729141475211609,0.11124546553808948,0.1185006045949214,0.09673518742442563,0.13059250302297462,0.11003627569528417,0.11003627569528417,0.10640870616686819,0.10519951632406288,0.11124546553808948,0.12091898428053205,0.09189842805320435,0.09915356711003627,0.1003627569528416,0.08464328899637243,0.9020556227327691,0.8270858524788391,,,,
857,L,0.0773881499395405,0.08101571946795647,0.06287787182587666,0.07376058041112454,0.08101571946795647,0.11487303506650544,0.09068923821039904,0.09068923821039904,0.09673518742442563,0.11124546553808948,0.13180169286577992,0.11970979443772672,0.11608222490931076,0.09915356711003627,0.11124546553808948,0.09673518742442563,0.07980652962515115,0.1003627569528416,0.10882708585247884,0.09189842805320435,0.10278113663845223,0.09310761789600967,0.8585247883917775,0.909310761789601,,,,
858,M,0.06529625151148731,0.05078597339782346,0.08101571946795647,0.09794437726723096,0.0,0.10519951632406288,0.09552599758162031,0.08101571946795647,0.11487303506650544,0.11729141475211609,0.1124546553808948,0.10399032648125756,0.11970979443772672,0.10761789600967352,0.10519951632406288,0.10399032648125756,0.10761789600967352,0.09310761789600967,0.09915356711003627,0.09673518742442563,0.09794437726723096,0.07496977025392987,0.9407496977025392,0.8814993954050786,,,,
859,N,0.0592503022974607,0.053204353083434096,0.08101571946795647,0.08827085852478839,0.07980652962515115,0.09794437726723096,0.07496977025392987,0.094316807738815,0.08343409915356712,0.10399032648125756,0.13180169286577992,0.1003627569528416,0.11729141475211609,0.10640870616686819,0.09189842805320435,0.09915356711003627,0.08706166868198308,0.09794437726723096,0.0773881499395405,0.07496977025392987,0.07980652962515115,0.07134220072551391,0.8694074969770254,0.8621523579201935,,,,
860,O,0.06771463119709795,0.05078597339782346,0.06529625151148731,0.07134220072551391,0.08948004836759371,0.09310761789600967,0.0761789600967352,0.09189842805320435,0.09552599758162031,0.08706166868198308,0.0773881499395405,0.08948004836759371,0.1003627569528416,0.09673518742442563,0.08343409915356712,0.09552599758162031,0.08706166868198308,0.09915356711003627,0.08706166868198308,0.07255139056831923,0.09068923821039904,0.06408706166868199,1.0,0.9238210399032648,,,,
861,P,0.0471584038694075,0.03990326481257558,0.0592503022974607,0.06287787182587666,0.05199516324062878,0.06650544135429262,0.07980652962515115,0.07255139056831923,0.06408706166868199,0.0761789600967352,0.07980652962515115,0.07859733978234583,0.07496977025392987,0.09794437726723096,0.08101571946795647,0.09673518742442563,0.06892382103990327,0.07255139056831923,0.07134220072551391,0.060459492140266025,0.07376058041112454,0.037484885126964934,0.9238210399032648,0.8948004836759371,,,,
862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
865,17,1,H2060234,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:14,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
869,17,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
873,A,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
874,B,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
875,C,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
876,D,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
877,E,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
878,F,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
879,G,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
880,H,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
881,I,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
882,J,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
883,K,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
884,L,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
885,M,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
886,N,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
887,O,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
888,P,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,
889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
892,17,1,H2060234,14.01,17.52,17.62,40.4,40.6,17.82,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:14,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
896,17,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
900,A,0.1299165673420739,0.1501787842669845,0.14779499404052443,0.133492252681764,0.16209773539928488,0.15494636471990464,0.17044100119189512,0.16686531585220502,0.18593563766388557,0.19904648390941598,0.1799761620977354,0.1871275327771156,0.17759237187127533,0.16209773539928488,0.1799761620977354,0.17044100119189512,0.17759237187127533,0.17401668653158522,0.16686531585220502,0.14421930870083433,0.13587604290822408,0.14779499404052443,0.798569725864124,0.8116805721096544,,,,
901,B,0.13587604290822408,0.14183551847437426,0.17401668653158522,0.16448152562574495,0.15137067938021453,0.17044100119189512,0.17520858164481526,0.2526817640047676,0.19904648390941598,0.1728247914183552,0.1799761620977354,0.19308700834326578,0.18831942789034564,0.1966626936829559,0.1871275327771156,0.1764004767580453,0.17520858164481526,0.15494636471990464,0.15494636471990464,0.15852205005959474,0.13706793802145412,0.16090584028605484,0.7818831942789034,0.7544696066746126,,,,
902,C,0.15256257449344457,0.15852205005959474,0.17520858164481526,0.15971394517282478,0.18474374255065554,0.1728247914183552,0.1966626936829559,0.17759237187127533,0.18951132300357568,0.1871275327771156,0.18951132300357568,0.2097735399284863,0.0,0.1871275327771156,0.20500595947556616,0.18593563766388557,0.18474374255065554,0.1799761620977354,0.1764004767580453,0.1573301549463647,0.17759237187127533,0.17878426698450536,0.7711561382598331,0.7389749702026222,,,,
903,D,0.15256257449344457,0.17401668653158522,0.15852205005959474,0.19308700834326578,0.18831942789034564,0.1835518474374255,0.20143027413587605,0.19308700834326578,0.1907032181168057,0.2061978545887962,0.2026221692491061,0.20500595947556616,0.1871275327771156,0.19547079856972585,0.18951132300357568,0.17163289630512515,0.18474374255065554,0.18474374255065554,0.18474374255065554,0.16805721096543505,0.15494636471990464,0.18235995232419547,0.7806912991656734,0.7902264600715138,,,,
904,E,0.1632896305125149,0.20143027413587605,0.2061978545887962,0.17044100119189512,0.22765196662693682,0.20858164481525626,0.22169249106078665,0.2526817640047676,0.2395709177592372,0.25029797377830754,0.24076281287246723,0.25029797377830754,0.2550655542312277,0.21930870083432658,0.2467222884386174,0.20143027413587605,0.21573301549463647,0.22169249106078665,0.17044100119189512,0.1871275327771156,0.1728247914183552,0.18831942789034564,0.9046483909415971,0.8390941597139452,,,,
905,F,0.1835518474374255,0.18474374255065554,0.2061978545887962,0.23122765196662692,0.1907032181168057,0.1871275327771156,0.21573301549463647,0.22765196662693682,0.24076281287246723,0.2169249106078665,0.22765196662693682,0.232419547079857,0.2359952324195471,0.2562574493444577,0.23361144219308702,0.24195470798569726,0.2586412395709178,0.2205005959475566,0.22765196662693682,0.2061978545887962,0.20500595947556616,0.2205005959475566,0.8474374255065554,0.8796185935637664,,,,
906,G,0.16209773539928488,0.17759237187127533,0.16686531585220502,0.18951132300357568,0.2205005959475566,0.2205005959475566,0.21096543504171633,0.2061978545887962,0.21930870083432658,0.23837902264600716,0.22646007151370678,0.24076281287246723,0.21930870083432658,0.22646007151370678,0.22288438617401668,0.232419547079857,0.22646007151370678,0.24195470798569726,0.19547079856972585,0.19308700834326578,0.17401668653158522,0.19308700834326578,0.8951132300357568,0.8295589988081049,,,,
907,H,0.16567342073897498,0.16805721096543505,0.16686531585220502,0.18116805721096543,0.1907032181168057,0.20500595947556616,0.20858164481525626,0.20738974970202623,0.21930870083432658,0.2097735399284863,0.23361144219308702,0.2061978545887962,0.2169249106078665,0.22884386174016685,0.21930870083432658,0.22288438617401668,0.23480333730631706,0.20738974970202623,0.20858164481525626,0.18116805721096543,0.1907032181168057,0.19904648390941598,0.9451728247914184,0.8855780691299165,,,,
908,I,0.15256257449344457,0.1573301549463647,0.1501787842669845,0.18116805721096543,0.19308700834326578,0.1835518474374255,0.16209773539928488,0.2061978545887962,0.18951132300357568,0.21930870083432658,0.1799761620977354,0.20738974970202623,0.21454112038140644,0.2061978545887962,0.2169249106078665,0.2026221692491061,0.20858164481525626,0.19904648390941598,0.20023837902264602,0.17878426698450536,0.18474374255065554,0.1871275327771156,0.8951132300357568,0.8462455303933254,,,,
909,J,0.1537544696066746,0.15971394517282478,0.14898688915375446,0.1835518474374255,0.1764004767580453,0.19189511323003575,0.18831942789034564,0.19904648390941598,0.2061978545887962,0.20738974970202623,0.1907032181168057,0.21811680572109654,0.19427890345649582,0.21930870083432658,0.1728247914183552,0.21573301549463647,0.20738974970202623,0.19189511323003575,0.2133492252681764,0.18116805721096543,0.1728247914183552,0.1799761620977354,0.8557806912991657,0.8593563766388558,,,,
910,K,0.1466030989272944,0.16209773539928488,0.1799761620977354,0.17163289630512515,0.19308700834326578,0.1835518474374255,0.20023837902264602,0.21811680572109654,0.20500595947556616,0.2300357568533969,0.2097735399284863,0.21096543504171633,0.2133492252681764,0.20143027413587605,0.22765196662693682,0.22526817640047675,0.20023837902264602,0.1728247914183552,0.18593563766388557,0.19189511323003575,0.17759237187127533,0.18474374255065554,0.9141835518474374,0.8307508939213349,,,,
911,L,0.14541120381406436,0.15494636471990464,0.1573301549463647,0.16924910607866508,0.17878426698450536,0.25148986889153757,0.18116805721096543,0.19308700834326578,0.19904648390941598,0.20143027413587605,0.2169249106078665,0.22169249106078665,0.19189511323003575,0.19308700834326578,0.21454112038140644,0.17878426698450536,0.21573301549463647,0.20381406436233612,0.19308700834326578,0.1871275327771156,0.18235995232419547,0.1835518474374255,0.8724672228843862,0.8569725864123957,,,,
912,M,0.15494636471990464,0.16686531585220502,0.15971394517282478,0.1835518474374255,0.2026221692491061,0.18831942789034564,0.18831942789034564,0.19189511323003575,0.1871275327771156,0.2097735399284863,0.16924910607866508,0.2061978545887962,0.20023837902264602,0.19904648390941598,0.2133492252681764,0.22765196662693682,0.19785458879618595,0.1871275327771156,0.20738974970202623,0.18951132300357568,0.18116805721096543,0.17878426698450536,1.0,0.8033373063170441,,,,
913,N,0.14541120381406436,0.14779499404052443,0.1573301549463647,0.17878426698450536,0.16090584028605484,0.1907032181168057,0.17878426698450536,0.1871275327771156,0.19547079856972585,0.18474374255065554,0.18474374255065554,0.18116805721096543,0.24791418355184744,0.20143027413587605,0.18593563766388557,0.18235995232419547,0.19904648390941598,0.17878426698450536,0.1632896305125149,0.16805721096543505,0.16686531585220502,0.18593563766388557,0.8796185935637664,0.932061978545888,,,,
914,O,0.14064362336114422,0.16567342073897498,0.133492252681764,0.14421930870083433,0.17520858164481526,0.17163289630512515,0.1728247914183552,0.1799761620977354,0.16686531585220502,0.1799761620977354,0.17163289630512515,0.1907032181168057,0.2061978545887962,0.19308700834326578,0.18593563766388557,0.18593563766388557,0.2097735399284863,0.17520858164481526,0.16090584028605484,0.16209773539928488,0.15137067938021453,0.18235995232419547,0.902264600715137,0.8224076281287247,,,,
915,P,0.1430274135876043,0.15971394517282478,0.14898688915375446,0.15971394517282478,0.16567342073897498,0.16090584028605484,0.16448152562574495,0.16924910607866508,0.17759237187127533,0.1764004767580453,0.15971394517282478,0.17401668653158522,0.17520858164481526,0.19427890345649582,0.17759237187127533,0.17044100119189512,0.18593563766388557,0.1871275327771156,0.16209773539928488,0.16090584028605484,0.15971394517282478,0.16567342073897498,0.7914183551847438,0.8545887961859356,,,,
916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
919,18,1,H2060236,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:15,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
923,18,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
927,A,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
928,B,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
929,C,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
930,D,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
931,E,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
932,F,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
933,G,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
934,H,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
935,I,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
936,J,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
937,K,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
938,L,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
939,M,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
940,N,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
941,O,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
942,P,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
946,18,1,H2060236,14.01,17.61,17.52,40.7,40.9,17.9,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:15,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
950,18,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
954,A,0.0012804097311139564,0.026888604353393086,0.026888604353393086,0.029449423815621,0.026888604353393086,0.0499359795134443,0.06274007682458387,0.05377720870678617,0.05377720870678617,0.06017925736235595,0.05505761843790013,0.0678617157490397,0.04481434058898848,0.058898847631242,0.046094750320102434,0.05121638924455826,0.07554417413572344,0.0499359795134443,0.04225352112676056,0.040973111395646605,0.028169014084507043,0.028169014084507043,0.6875800256081946,0.8015364916773368,,,,
955,B,0.026888604353393086,0.014084507042253521,0.020486555697823303,0.04481434058898848,0.04225352112676056,0.01792573623559539,0.056338028169014086,0.06017925736235595,0.04353393085787452,0.06145966709346991,0.06145966709346991,0.07426376440460948,0.06530089628681178,0.0678617157490397,0.07554417413572344,0.046094750320102434,0.058898847631242,0.06145966709346991,0.03841229193341869,0.056338028169014086,0.046094750320102434,0.03713188220230474,0.7272727272727273,0.70550576184379,,,,
956,C,0.03201024327784891,0.03713188220230474,0.03969270166453265,0.06274007682458387,0.05761843790012804,0.023047375160051217,0.06658130601792574,0.07554417413572344,0.09475032010243278,0.0793854033290653,0.07682458386683738,0.08450704225352113,0.05505761843790013,0.06017925736235595,0.08706786171574904,0.05761843790012804,0.08706786171574904,0.06274007682458387,0.052496798975672214,0.04865556978233035,0.04865556978233035,0.05761843790012804,0.6824583866837388,0.7631241997439181,,,,
957,D,0.026888604353393086,0.05761843790012804,0.06145966709346991,0.06530089628681178,0.06145966709346991,0.06658130601792574,0.07810499359795134,0.06658130601792574,0.0793854033290653,0.08706786171574904,0.09603072983354674,0.07554417413572344,0.07298335467349552,0.06914212548015365,0.08066581306017925,0.08962868117797695,0.07426376440460948,0.05377720870678617,0.05121638924455826,0.04481434058898848,0.04225352112676056,0.06402048655569782,0.7580025608194623,0.708066581306018,,,,
